"temperature","cum.catch","cum"
-1,0,0
-0.9,0,0
-0.8,0,0
-0.7,0.0297758156379953,0.00890138915535557
-0.6,0.0297758156379953,0.00890138915535557
-0.5,0.0297758156379953,0.0138790459710304
-0.4,0.163552600136381,0.0668234913654676
-0.3,0.163552600136381,0.0773513423472897
-0.2,0.240540949049981,0.129813993695558
-0.1,0.300092580325972,0.177286170227768
0,0.367778964434263,0.289938946877852
0.1,0.447426889200649,0.338654825502848
0.2,0.687608146397724,0.416079108376131
0.3,0.936972265137556,0.577313886758315
0.4,1.15480192349405,0.690970892700366
0.5,1.43277719811164,0.915603907901036
0.6,1.92099219060584,1.20040385392664
0.7,2.42936898338484,1.64281993474991
0.8,3.15725620841831,2.21169547413921
0.9,3.54752425088763,2.69328483922245
1,4.18855882465542,3.21256041401585
1.1,5.03282298184521,4.14818639457182
1.2,5.66930520205491,4.75154628855956
1.3,6.85536492606814,5.91786228119328
1.4,7.47629554970723,6.58944382893491
1.5,8.13703643885431,7.37396184483776
1.6,8.58244571878734,8.23473923153141
1.7,9.35331969334106,8.96969607594005
1.8,9.8162616541118,9.6165197576707
1.9,10.5137572996399,10.2102232381974
2,11.4661105601034,11.2383207998205
2.1,12.21997188135,12.0145596760575
2.2,13.717731479215,13.1767758753516
2.3,14.9851564836089,14.3095493820897
2.4,16.2253640671603,15.3842996837918
2.5,17.5425118478778,16.617960277462
2.6,18.3561289207061,17.7733321562469
2.7,19.1900947859414,18.7238329006423
2.8,20.1906297399426,19.6844735141376
2.9,20.9630785432065,20.5327575213938
3,22.1214374572788,21.5073454248436
3.1,23.1048584067681,22.6215569241186
3.2,24.084642679925,23.5458808532516
3.3,25.3639115396104,24.5182890153523
3.4,25.8706193553861,25.1710755087853
3.5,26.8935296154487,26.2899918214994
3.6,27.6716956021784,27.1264149057338
3.7,28.9125831519273,28.268776327624
3.8,29.9265149543321,29.2045975309688
3.9,30.8241273649809,29.9854597639527
4,32.0935559698302,30.9048351650064
4.1,32.8554414428665,31.7112186586361
4.2,34.019964234355,32.7944043627496
4.3,34.9452048281312,33.6822820988589
4.4,35.925563395565,34.4821688263189
4.5,37.3056021794612,35.7463989292904
4.6,37.8045655608106,36.4362945141431
4.7,38.3812716117365,37.3560101810087
4.8,39.1965390587729,38.0120180273601
4.9,40.1205262325003,38.9658545885353
5,41.5328343439098,40.0090064338233
5.1,42.5650518433508,40.8492655728703
5.2,44.0293096733583,42.2922172756072
5.3,45.1589456394775,43.3352648655016
5.4,46.1734022902593,44.4239760381349
5.5,47.6471485151919,45.6988059127041
5.6,48.5507081697713,46.6611831798132
5.7,50.1137720813376,48.0830024919324
