"year","area.occupied","D75","D95","Gini"
"1999",12.0262424242424,5.157,16.234,0.767130610481312
"2000",7.6028869047619,9.391,13.232,0.725120000824452
"2001",7.75873214285714,7.247,13.279,0.734973320266145
"2002",5.84781186868687,2.755,9.742,0.854804272545394
"2004",8.78399642857143,6.561,16.344,0.71861341199502
"2005",10.5187603174603,2.755,14.057,0.847102928534384
"2006",9.61125984848485,2.755,12.816,0.825106983255966
"2007",9.39794880952381,4.052,13.423,0.808471759234379
"2008",10.1387833333333,9.535,17.55,0.673330192768478
"2009",5.8926369047619,1.318,6.246,0.886806239537443
"2010",7.8018369047619,5.443,15.924,0.781633413842898
"2011",3.52514682539683,6.227,11.417,0.802240155387617
"2012",8.97149166666667,2.038,9.047,0.883158972241929
"2013",8.5218908008658,1.437,6.478,0.879418871907804
"2014",4.32753607503608,1.437,6.02,0.890362495027284
"2015",8.22300912698413,1.437,12.361,0.855767223811546
"2016",6.93198311688312,1.437,8.129,0.879830610559753
"2017",8.71105476190476,1.437,7.59,0.89159723105987
"2018",4.80766666666667,0.687,1.872,0.887780910853873
"2019",11.238203968254,5.903,15.603,0.784384947746517
"2020",11.1550535714286,2.755,10.371,0.830361540618161
