"year","area.occupied","D75","D95","Gini"
"1970",35.1339357142857,17.78,32.089,0.462530812071624
"1971",29.0968,12.972,25.023,0.631848081333068
"1972",36.6396904761905,17.256,33.34,0.498875313473453
"1973",37.2601666666667,14.497,33.156,0.569804923353812
"1974",42.1501738095238,19.844,39.312,0.410191731897512
"1975",43.3043166666667,15.405,35.994,0.535089300312272
"1976",39.2805833333333,16.961,33.737,0.479519117047172
"1977",39.9887857142857,23.59,37.831,0.399921526684549
"1978",38.6877738095238,15.655,34.483,0.549924994459592
"1979",38.0639166666667,19.04,35.761,0.488747165938684
"1980",33.4460666666667,8.308,28.833,0.617833643471093
"1981",32.7892738095238,12.26,28.96,0.63988228061701
"1982",38.4064238095238,12.934,33.629,0.548631470455108
"1983",31.7489404761905,3.065,24.217,0.764082928506003
"1984",34.0700380952381,13.331,32.385,0.558968467165881
"1985",34.4028214285714,6.99,30.265,0.690245275026685
"1986",29.3533714285714,14.622,29.878,0.524531139916644
"1987",26.7908488095238,17.589,32.804,0.485288378486818
"1988",27.5841,6.99,23.709,0.654669280721081
"1989",28.8297214285714,11.161,25.868,0.645861456427036
"1990",20.741151984127,5.362,23.321,0.681752571267684
"1991",24.2314047619048,16.33,27.445,0.515281133472252
"1992",23.0007476190476,9.795,25.138,0.611221517305962
"1993",25.687844047619,10.521,24.787,0.723609302662622
"1994",18.9219702380952,13.31,23.699,0.614204247084935
"1995",22.2563833333333,12.479,24.299,0.585371034967043
"1996",21.6821583333333,10.469,21.065,0.637790359319102
"1997",23.8752960622711,9.013,22.883,0.688496211924615
"1998",21.3721932539683,10.859,22.558,0.639526040718481
"1999",20.5056153679654,8.797,24.992,0.715503386714245
"2000",15.5956305555556,10.982,22.44,0.62917245334007
"2001",12.7524988095238,9.867,19.104,0.634738625478174
"2002",12.8254444083694,9.01,22.132,0.693156465956395
"2003",16.1942968253968,6.095,13.803,0.834321873008412
"2004",14.1547353174603,9.445,22.027,0.731394961279566
"2005",15.4404742063492,10.265,20.129,0.635379501002387
"2006",17.7640448051948,12.981,22.25,0.641339205805643
"2007",16.0140630952381,7.564,19.382,0.692206672902047
"2008",16.1140083333333,4.238,16.898,0.78824434044851
"2009",11.5188083333333,9.468,13.229,0.708645916982946
"2010",14.378796969697,7.122,18.372,0.70696285159261
"2011",11.0263877289377,7.65,14.442,0.781051463470935
"2012",10.7547996031746,11.521,17.309,0.708618905244603
"2013",12.3375630952381,9.734,15.204,0.708393722300434
"2014",9.53987420634921,7.379,18.821,0.692961422621178
"2015",9.33203412698413,8.337,15.142,0.71883075706253
"2016",7.90095606060606,6.439,13.481,0.746788008992647
"2017",11.0939357142857,6.872,15.64,0.765373097862437
"2018",2.20793333333333,5.188,7.595,0.648206795434184
"2019",9.8937253968254,5.069,11.446,0.800542826175275
"2020",8.81129761904762,3.065,13.179,0.805075485500844
