"lengths","lf.1970","lf.1977","lf.1984","lf.1991","lf.1998","lf.2005"
4,0.00666666666666667,0,0,0.0011441647597254,0.00613183444047011,0.00933852140077821
7,0.0711111111111111,0.103286384976526,0.0813362381989833,0.0736079328756674,0.0786918753193664,0.0575875486381323
10,0.433333333333333,0.596244131455399,0.481481481481481,0.361937452326468,0.405723045477772,0.42568093385214
13,0.415555555555556,0.250391236306729,0.400145243282498,0.482074752097635,0.443536024527338,0.430350194552529
16,0.0511111111111111,0.0172143974960876,0.0363108206245461,0.0812356979405034,0.0643842616249361,0.0754863813229572
19,0.00888888888888889,0,0.000726216412490922,0,0.00153295861011753,0.00155642023346304
22,0.0133333333333333,0,0,0,0,0
25,0,0.0156494522691706,0,0,0,0
28,0,0.0109546165884194,0,0,0,0
31,0,0.00312989045383412,0,0,0,0
34,0,0,0,0,0,0
37,0,0.00312989045383412,0,0,0,0
