"mission","setno","spec","scien","comm","totno","totwgt","totno.corr","totwgt.corr","Strata","YEAR","month","day","dmin","dmax","temperature","salinity","lon","lat","DEPTH","decade","dist"
"NED1986066",31,23,23,"REDFISH UNSEPARATED",0,0,0,0,"449",1986,7,24,61,64,4.91,33.811,-57.8,44.35,62.5,198,1.7
"NED1986066",32,23,23,"REDFISH UNSEPARATED",14,4,15.3125,4.375,"451",1986,7,24,107,130,7.09,34.603,-57.6,44.33333,118.5,198,1.6
"NED1986066",33,23,23,"REDFISH UNSEPARATED",0,0,0,0,"447",1986,7,25,32,34,1.47,32.502,-57.48333,44.5,33,198,1.7
"NED1986066",35,23,23,"REDFISH UNSEPARATED",0,0,0,0,"447",1986,7,25,29,31,2.69,32.152,-57.41667,44.73333,30,198,1.8
"NED1986066",36,23,23,"REDFISH UNSEPARATED",0,0,0,0,"447",1986,7,25,21,22,3.75,32.018,-57.46667,44.83333,21.5,198,1.7
"NED1986066",37,23,23,"REDFISH UNSEPARATED",0,0,0,0,"447",1986,7,25,25,29,3.08,32.13,-57.85,44.76667,27,198,1.8
"NED1986066",38,23,23,"REDFISH UNSEPARATED",0,0,0,0,"447",1986,7,25,42,48,1.7,32.656,-57.91667,44.95,45,198,1.8
"NED1986066",39,23,23,"REDFISH UNSEPARATED",455,182,497.65625,199.0625,"446",1986,7,25,168,175,6.68,34.784,-57.53333,45.1,171.5,198,1.6
"NED1986066",40,23,23,"REDFISH UNSEPARATED",4764,754,4904.11764705882,776.176470588235,"446",1986,7,25,133,135,7.08,34.72,-57.71667,45.31667,134,198,1.7
"NED1986066",41,23,23,"REDFISH UNSEPARATED",0,0,0,0,"443",1986,7,25,45,47,1.14,32.541,-58.01667,45.51667,46,198,1.7
"NED1986066",42,23,23,"REDFISH UNSEPARATED",249,110,256.323529411765,113.235294117647,"446",1986,7,25,192,197,6.09,34.771,-58,45.73333,194.5,198,1.7
"NED1986066",43,23,23,"REDFISH UNSEPARATED",261,193,268.676470588235,198.676470588235,"445",1986,7,25,155,159,2.66,33.309,-58.53333,45.56667,157,198,1.7
"NED1986066",44,23,23,"REDFISH UNSEPARATED",0,0,0,0,"444",1986,7,26,77,85,1.95,32.779,-58.91667,45.55,81,198,1.7
"NED1986066",45,23,23,"REDFISH UNSEPARATED",3,1,3.08823529411765,1.02941176470588,"445",1986,7,26,148,151,4.42,33.912,-58.7,45.75,149.5,198,1.7
"NED1986066",46,23,23,"REDFISH UNSEPARATED",144,84,148.235294117647,86.4705882352941,"445",1986,7,26,105,133,3.45,33.517,-58.36667,45.8,119,198,1.7
"NED1986066",47,23,23,"REDFISH UNSEPARATED",20,6,19.4444444444444,5.83333333333333,"444",1986,7,26,72,78,2.56,33.227,-58.31667,45.83333,75,198,1.8
"NED1986066",48,23,23,"REDFISH UNSEPARATED",394,161,530.384615384615,216.730769230769,"444",1986,7,26,78,83,2.89,33.448,-58.95,45.96667,80.5,198,1.3
"NED1986066",49,23,23,"REDFISH UNSEPARATED",377,52,388.088235294118,53.5294117647059,"441",1986,7,26,91,92,3.99,33.799,-58.76667,46.03333,91.5,198,1.7
"NED1986066",50,23,23,"REDFISH UNSEPARATED",783,433,806.029411764706,445.735294117647,"440",1986,7,26,139,142,6.37,34.569,-58.6,46.05,140.5,198,1.7
"NED1986066",51,23,23,"REDFISH UNSEPARATED",303,124,311.911764705882,127.647058823529,"440",1986,7,26,145,151,3.93,34.599,-58.96667,46.31667,148,198,1.7
"NED1986066",52,23,23,"REDFISH UNSEPARATED",180,55,196.875,60.15625,"440",1986,7,26,170,171,6.13,34.7,-59.1,46.43333,170.5,198,1.6
"NED1986066",53,23,23,"REDFISH UNSEPARATED",53,19,54.5588235294118,19.5588235294118,"440",1986,7,27,187,189,6.16,34.724,-59.46667,46.68333,188,198,1.7
"NED1986066",54,23,23,"REDFISH UNSEPARATED",192,75,197.647058823529,77.2058823529412,"440",1986,7,27,152,156,6.15,34.667,-59.86667,46.95,154,198,1.7
"NED1986066",55,23,23,"REDFISH UNSEPARATED",0,0,0,0,"441",1986,7,27,79,82,2.84,33.463,-60.18333,46.86667,80.5,198,1.7
"NED1986066",56,23,23,"REDFISH UNSEPARATED",32,4,32.9411764705882,4.11764705882353,"441",1986,7,27,92,95,3.84,33.774,-60.2,46.8,93.5,198,1.7
"NED1986066",57,23,23,"REDFISH UNSEPARATED",0,0,0,0,"441",1986,7,27,77,77,2.65,33.332,-60.06667,46.76667,77,198,1.6
"NED1986066",58,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1986,7,27,30,31,3.51,31.27,-59.81667,46.5,30.5,198,1.7
"NED1986066",59,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1986,7,27,36,38,0.29,31.962,-59.71667,46.46667,37,198,1.7
"NED1986066",60,23,23,"REDFISH UNSEPARATED",0,0,0,0,"441",1986,7,27,64,65,1.94,33.139,-59.46667,46.4,64.5,198,1.7
"NED1986066",61,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1986,7,27,35,35,0.03,32.18,-59.36667,46.11667,35,198,1.3
"NED1986066",62,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1986,7,27,31,37,1.12,32.09,-59.4,46.03333,34,198,1.4
"NED1986066",63,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1986,7,27,35,44,0.82,32.205,-59.41667,45.86667,39.5,198,1.8
"NED1986066",64,23,23,"REDFISH UNSEPARATED",15,11,17.5,12.8333333333333,"443",1986,7,27,42,44,3.08,33.44,-59.46667,45.63333,43,198,1.5
"NED1986066",65,23,23,"REDFISH UNSEPARATED",0,0,0,0,"444",1986,7,28,85,86,3.14,33.441,-59.85,45.63333,85.5,198,1.7
"NED1986066",66,23,23,"REDFISH UNSEPARATED",0,0,0,0,"444",1986,7,28,73,100,3.26,33.507,-59.86667,45.51667,86.5,198,1.7
"NED1986066",67,23,23,"REDFISH UNSEPARATED",0,0,0,0,"443",1986,7,28,41,47,1.24,32.122,-59.61667,45.3,44,198,1.8
"NED1986066",68,23,23,"REDFISH UNSEPARATED",5,1,7.29166666666667,1.45833333333333,"444",1986,7,28,42,63,1.48,32.109,-58.88333,45.28333,52.5,198,1.2
"NED1986066",69,23,23,"REDFISH UNSEPARATED",0,0,0,0,"443",1986,7,28,40,42,1.44,32.172,-58.55,45.33333,41,198,1.8
"NED1986066",70,23,23,"REDFISH UNSEPARATED",0,0,0,0,"443",1986,7,28,42,48,1.31,32.343,-58.63333,45.18333,45,198,1.6
"NED1986066",71,23,23,"REDFISH UNSEPARATED",0,0,0,0,"443",1986,7,28,42,42,1.35,32.348,-58.66667,45.15,42,198,1.7
"NED1986066",72,23,23,"REDFISH UNSEPARATED",24,3,26.25,3.28125,"445",1986,7,28,86,121,1.73,32.918,-58.75,44.93333,103.5,198,1.6
"NED1986066",73,23,23,"REDFISH UNSEPARATED",56,20,57.6470588235294,20.5882352941176,"445",1986,7,28,90,115,2.21,33.045,-58.71667,44.78333,102.5,198,1.7
"NED1986066",74,23,23,"REDFISH UNSEPARATED",83,35,85.4411764705882,36.0294117647059,"445",1986,7,28,114,124,3.07,33.103,-59.91667,44.8,119,198,1.7
"NED1986066",75,23,23,"REDFISH UNSEPARATED",0,0,0,0,"459",1986,7,29,53,84,2.27,32.671,-60.21667,45.01667,68.5,198,1.7
"NED1986066",76,23,23,"REDFISH UNSEPARATED",10,4,10.2941176470588,4.11764705882353,"459",1986,7,29,91,95,1.69,32.788,-61.06667,45,93,198,1.7
"NED1986066",77,23,23,"REDFISH UNSEPARATED",18,6,22.5,7.5,"459",1986,7,29,60,75,2.18,32.686,-61.18333,45.01667,67.5,198,1.4
"NED1986066",78,23,23,"REDFISH UNSEPARATED",0,0,0,0,"458",1986,7,29,20,22,7.64,31.944,-60.6,44.56667,21,198,1.8
"NED1986066",79,23,23,"REDFISH UNSEPARATED",0,0,0,0,"458",1986,7,29,36,38,7.58,32.527,-60.83333,44.58333,37,198,1.7
"NED1986066",84,23,23,"REDFISH UNSEPARATED",31,9,31.9117647058824,9.26470588235294,"459",1986,7,30,68,75,NA,NA,-61.38333,44.63333,71.5,198,1.7
"NED1987085",1,23,23,"REDFISH UNSEPARATED",242,65,282.333333333333,75.8333333333333,"470",1987,6,29,55,68,2.68,32.57,-63.73333,44.21667,61.5,198,1.5
"NED1987085",2,23,23,"REDFISH UNSEPARATED",0,0,0,0,"471",1987,6,30,106,108,9.31,34.806,-64.21667,43.61667,107,198,1.6
"NED1987085",3,23,23,"REDFISH UNSEPARATED",7,2,7.20588235294118,2.05882352941176,"470",1987,6,30,85,98,7.89,34.333,-64.33333,43.6,91.5,198,1.7
"NED1987085",5,23,23,"REDFISH UNSEPARATED",3156,1318,3248.82352941177,1356.76470588235,"476",1987,6,30,75,77,NA,NA,-64.63333,43.65,76,198,1.7
"NED1987085",6,23,23,"REDFISH UNSEPARATED",5,2,5.14705882352941,2.05882352941176,"476",1987,6,30,58,63,3.17,32.711,-64.81667,43.51667,60.5,198,1.7
"NED1987085",7,23,23,"REDFISH UNSEPARATED",0,0,0,0,"474",1987,6,30,42,46,2.99,32.462,-64.73333,43.51667,44,198,1.6
"NED1987085",8,23,23,"REDFISH UNSEPARATED",0,0,0,0,"474",1987,6,30,42,48,3.17,32.535,-64.76667,43.28333,45,198,1.7
"NED1987085",9,23,23,"REDFISH UNSEPARATED",6,1,7,1.16666666666667,"476",1987,6,30,82,83,5.09,33.437,-64.51667,43.18333,82.5,198,1.5
"NED1987085",10,23,23,"REDFISH UNSEPARATED",3,1,3.08823529411765,1.02941176470588,"476",1987,6,30,82,84,5.77,33.62,-64.91667,43.1,83,198,1.7
"NED1987085",11,23,23,"REDFISH UNSEPARATED",1,0,1.02941176470588,0,"475",1987,6,30,45,45,3.2,32.485,-64.75,42.98333,45,198,1.7
"NED1987085",12,23,23,"REDFISH UNSEPARATED",11,1,10.6944444444444,0.972222222222222,"475",1987,6,30,42,45,NA,NA,-64.75,42.98333,43.5,198,1.8
"NED1987085",13,23,23,"REDFISH UNSEPARATED",5,0,5.46875,0,"477",1987,7,1,59,61,6.43,33.798,-64.96667,42.65,60,198,1.6
"NED1987085",14,23,23,"REDFISH UNSEPARATED",2,0,2.05882352941176,0,"477",1987,7,1,51,52,3.47,32.455,-65.2,42.66667,51.5,198,1.7
"NED1987085",16,23,23,"REDFISH UNSEPARATED",4,1,3.88888888888889,0.972222222222222,"481",1987,7,1,65,71,5.47,33.177,-65.48333,42.8,68,198,1.8
"NED1987085",17,23,23,"REDFISH UNSEPARATED",0,0,0,0,"481",1987,7,1,70,71,5.23,33.075,-65.63333,42.81667,70.5,198,1.7
"NED1987085",19,23,23,"REDFISH UNSEPARATED",0,0,0,0,"490",1987,7,1,47,52,6.13,32.474,-66.51667,44,49.5,198,1.7
"NED1987085",20,23,23,"REDFISH UNSEPARATED",0,0,0,0,"490",1987,7,1,25,32,8.18,32.072,-66.36667,44.16667,28.5,198,1.8
"NED1987085",21,23,23,"REDFISH UNSEPARATED",39,24,45.5,28,"492",1987,7,2,96,99,6.15,33.462,-66.88333,44.18333,97.5,198,1.5
"NED1987085",22,23,23,"REDFISH UNSEPARATED",4,2,3.88888888888889,1.94444444444444,"491",1987,7,2,103,109,5.99,NA,-66.66667,44.26667,106,198,1.8
"NED1987085",23,23,23,"REDFISH UNSEPARATED",9,5,9.26470588235294,5.14705882352941,"491",1987,7,2,85,95,5.58,32.914,-66.36667,44.46667,90,198,1.7
"NED1987085",24,23,23,"REDFISH UNSEPARATED",0,0,0,0,"492",1987,7,2,104,110,5.77,33.136,-66.53333,44.46667,107,198,1.8
"NED1987085",25,23,23,"REDFISH UNSEPARATED",0,0,0,0,"491",1987,7,2,101,102,5.61,32.98,-66.4,44.58333,101.5,198,1.7
"NED1987085",26,23,23,"REDFISH UNSEPARATED",0,0,0,0,"492",1987,7,2,85,88,5.6,32.597,-66.5,44.75,86.5,198,1.8
"NED1987085",27,23,23,"REDFISH UNSEPARATED",4,1,4.11764705882353,1.02941176470588,"491",1987,7,2,69,74,5.65,32.72,-66.28333,44.68333,71.5,198,1.7
"NED1987085",28,23,23,"REDFISH UNSEPARATED",0,0,0,0,"490",1987,7,2,30,40,8.33,32.191,-66.11667,44.51667,35,198,1.9
"NED1987085",29,23,23,"REDFISH UNSEPARATED",0,0,0,0,"490",1987,7,2,42,49,7.96,32.216,-65.88333,44.68333,45.5,198,1.7
"NED1987085",30,23,23,"REDFISH UNSEPARATED",0,0,0,0,"495",1987,7,2,26,27,7.93,32.047,-65.35,44.93333,26.5,198,1.7
"NED1987085",31,23,23,"REDFISH UNSEPARATED",0,0,0,0,"495",1987,7,2,42,46,7.71,32.117,-65.58333,44.96667,44,198,1.7
"NED1987085",32,23,23,"REDFISH UNSEPARATED",0,0,0,0,"494",1987,7,3,22,23,10.12,31.066,-65.21667,45.38333,22.5,198,1.1
"NED1987085",33,23,23,"REDFISH UNSEPARATED",0,0,0,0,"494",1987,7,3,27,29,7.52,31.749,-65.61667,45.2,28,198,1.7
"NED1987085",34,23,23,"REDFISH UNSEPARATED",1,0,1.02941176470588,0,"493",1987,7,3,50,50,6.34,32.39,-65.86667,45.05,50,198,1.7
"NED1987085",35,23,23,"REDFISH UNSEPARATED",0,0,0,0,"493",1987,7,3,27,31,6.7,31.841,-66.68333,45.01667,29,198,1.9
"NED1987085",36,23,23,"REDFISH UNSEPARATED",0,0,0,0,"493",1987,7,3,33,43,7.08,32.011,-67.1,44.56667,38,198,1.6
"NED1987085",37,23,23,"REDFISH UNSEPARATED",2,0,2.05882352941176,0,"492",1987,7,3,80,82,6.59,33.741,-67.18333,44.06667,81,198,1.7
"NED1987085",38,23,23,"REDFISH UNSEPARATED",4,2,4.11764705882353,2.05882352941176,"485",1987,7,3,91,97,6.74,33.842,-67.23333,43.96667,94,198,1.7
"NED1987085",39,23,23,"REDFISH UNSEPARATED",2,0,2.05882352941176,0,"484",1987,7,3,112,116,7.59,34.225,-67.41667,43.75,114,198,1.7
"NED1987085",40,23,23,"REDFISH UNSEPARATED",2,0,2.05882352941176,0,"485",1987,7,3,65,71,7.6,33.051,-66.76667,43.68333,68,198,1.7
"NED1987085",41,23,23,"REDFISH UNSEPARATED",0,0,0,0,"485",1987,7,4,72,94,6.19,33.381,-66.88333,43.55,83,198,1.7
"NED1987085",42,23,23,"REDFISH UNSEPARATED",0,0,0,0,"484",1987,7,4,109,116,6.59,33.05,-66.98333,43.4,112.5,198,1.7
"NED1987085",43,23,23,"REDFISH UNSEPARATED",28,20,32.6666666666667,23.3333333333333,"484",1987,7,4,110,116,8.35,34.391,-67.4,43.4,113,198,1.5
"NED1987085",44,23,23,"REDFISH UNSEPARATED",11,8,10.6944444444444,7.77777777777778,"484",1987,7,4,109,109,9.15,34.99,-67.45,43.3,109,198,1.8
"NED1987085",45,23,23,"REDFISH UNSEPARATED",3,1,3.08823529411765,1.02941176470588,"485",1987,7,4,99,102,9.07,34.999,-67.45,43.16667,100.5,198,1.7
"NED1987085",46,23,23,"REDFISH UNSEPARATED",2,1,2.05882352941176,1.02941176470588,"485",1987,7,4,85,92,9.16,34.88,-67.38333,43.1,88.5,198,1.7
"NED1987085",47,23,23,"REDFISH UNSEPARATED",0,0,0,0,"485",1987,7,4,98,102,8.86,34.659,-67.1,43.13333,100,198,1.6
"NED1987085",48,23,23,"REDFISH UNSEPARATED",6,1,6.17647058823529,1.02941176470588,"481",1987,7,4,103,127,8.17,34.405,-66.63333,42.93333,115,198,1.7
"NED1987085",49,23,23,"REDFISH UNSEPARATED",0,0,0,0,"481",1987,7,4,80,96,8.73,34.759,-66.71667,42.75,88,198,1.8
"NED1987085",50,23,23,"REDFISH UNSEPARATED",1,0,1.02941176470588,0,"483",1987,7,4,172,174,7.65,35.016,-67.35,42.51667,173,198,1.7
"NED1987085",51,23,23,"REDFISH UNSEPARATED",3,0,3.28125,0,"482",1987,7,5,130,140,7.77,35.031,-66.86667,42.58333,135,198,1.6
"NED1987085",52,23,23,"REDFISH UNSEPARATED",2,0,2.1875,0,"482",1987,7,5,154,155,7.21,35.014,-66.6,42.48333,154.5,198,1.6
"NED1987085",53,23,23,"REDFISH UNSEPARATED",59,23,64.53125,25.15625,"483",1987,7,5,168,171,7.44,35.027,-66.55,42.38333,169.5,198,1.6
"NED1987085",54,23,23,"REDFISH UNSEPARATED",0,0,0,0,"482",1987,7,5,134,135,8.45,35.11,-66.3,42.45,134.5,198,1.7
"NED1987085",55,23,23,"REDFISH UNSEPARATED",0,0,0,0,"480",1987,7,5,36,37,4.57,32.717,-66.18333,42.58333,36.5,198,1.8
"NED1987085",56,23,23,"REDFISH UNSEPARATED",0,0,0,0,"480",1987,7,5,34,35,5.98,32.599,-66.11667,42.65,34.5,198,1.6
"NED1987085",57,23,23,"REDFISH UNSEPARATED",0,0,0,0,"480",1987,7,5,44,46,4.81,32.622,-65.93333,42.8,45,198,1.7
"NED1987085",59,23,23,"REDFISH UNSEPARATED",0,0,0,0,"480",1987,7,5,50,51,4.07,32.686,-65.36667,42.6,50.5,198,1.7
"NED1987085",60,23,23,"REDFISH UNSEPARATED",0,0,0,0,"481",1987,7,5,57,58,5.27,33.287,-65.48333,42.31667,57.5,198,1.7
"NED1987085",61,23,23,"REDFISH UNSEPARATED",0,0,0,0,"481",1987,7,5,59,59,5.58,33.478,-65.36667,42.4,59,198,1.7
"NED1987085",62,23,23,"REDFISH UNSEPARATED",1,0,1.45833333333333,0,"478",1987,7,6,99,107,7.46,34.937,-64.88333,42.4,103,198,1.2
"NED1987085",63,23,23,"REDFISH UNSEPARATED",69,1,71.0294117647059,1.02941176470588,"477",1987,7,6,63,66,8.09,34.459,-64.41667,42.71667,64.5,198,1.7
"NED1987085",64,23,23,"REDFISH UNSEPARATED",2,0,2.05882352941176,0,"478",1987,7,6,106,107,6.82,34.734,-64.26667,42.7,106.5,198,1.7
"NED1987085",65,23,23,"REDFISH UNSEPARATED",0,0,0,0,"472",1987,7,6,72,74,8.59,34.752,-64.1,42.78333,73,198,1.8
"NED1987085",66,23,23,"REDFISH UNSEPARATED",0,0,0,0,"477",1987,7,6,64,64,6.11,33.866,-64.33333,42.78333,64,198,1.7
"NED1987085",67,23,23,"REDFISH UNSEPARATED",0,0,0,0,"477",1987,7,6,64,66,5.95,33.667,-64.4,42.85,65,198,1.7
"NED1987085",68,23,23,"REDFISH UNSEPARATED",0,0,0,0,"473",1987,7,6,48,49,NA,NA,-64.16667,43.01667,48.5,198,1.7
"NED1987085",69,23,23,"REDFISH UNSEPARATED",0,0,0,0,"473",1987,7,6,48,48,2.4,32.629,-64.08333,43.16667,48,198,1.7
"NED1987085",70,23,23,"REDFISH UNSEPARATED",0,0,0,0,"472",1987,7,6,65,70,5.16,33.526,-64.08333,43.45,67.5,198,1.7
"NED1987085",71,23,23,"REDFISH UNSEPARATED",0,0,0,0,"472",1987,7,6,57,60,2.87,32.863,-63.93333,43.36667,58.5,198,1.7
"NED1987085",72,23,23,"REDFISH UNSEPARATED",52,28,53.5294117647059,28.8235294117647,"471",1987,7,6,106,107,9.57,34.99,-63.68333,43.31667,106.5,198,1.7
"NED1987085",73,23,23,"REDFISH UNSEPARATED",0,0,0,0,"472",1987,7,6,71,73,7.77,34.302,-63.76667,43,72,198,1.7
"NED1987085",74,23,23,"REDFISH UNSEPARATED",14,0,14.4117647058824,0,"465",1987,7,7,80,84,8.49,34.939,-63.28333,43.13333,82,198,1.7
"NED1987085",75,23,23,"REDFISH UNSEPARATED",1527,804,1670.15625,879.375,"466",1987,7,7,178,190,7.82,34.922,-63.18333,42.8,184,198,1.6
"NED1987085",76,23,23,"REDFISH UNSEPARATED",0,0,0,0,"465",1987,7,7,62,64,3.85,33.8,-62.73333,42.93333,63,198,1.7
"NED1987085",77,23,23,"REDFISH UNSEPARATED",0,0,0,0,"465",1987,7,7,61,63,4.53,34.022,-62.6,42.9,62,198,1.7
"NED1987085",78,23,23,"REDFISH UNSEPARATED",4,0,3.88888888888889,0,"466",1987,7,7,112,130,8.8,34.982,-61.63333,43.03333,121,198,1.8
"NED1987085",79,23,23,"REDFISH UNSEPARATED",0,0,0,0,"464",1987,7,7,41,42,2.81,33.238,-61.36667,43.26667,41.5,198,1.8
"NED1987085",80,23,23,"REDFISH UNSEPARATED",20,1,19.4444444444444,0.972222222222222,"453",1987,7,7,102,111,7.6,34.884,-61.18333,43.26667,106.5,198,1.8
"NED1987085",81,23,23,"REDFISH UNSEPARATED",0,0,0,0,"454",1987,7,7,51,51,5.19,33.795,-60.86667,43.38333,51,198,1.7
"NED1987085",82,23,23,"REDFISH UNSEPARATED",33,1,36.09375,1.09375,"453",1987,7,7,101,117,9.04,34.965,-60.43333,43.41667,109,198,1.6
"NED1987085",83,23,23,"REDFISH UNSEPARATED",0,0,0,0,"455",1987,7,8,32,35,2.71,32.587,-60.55,43.63333,33.5,198,1.8
"NED1987085",84,23,23,"REDFISH UNSEPARATED",0,0,0,0,"455",1987,7,8,24,29,5.86,32.346,-60.45,43.8,26.5,198,1.8
"NED1987085",85,23,23,"REDFISH UNSEPARATED",0,0,0,0,"456",1987,7,8,25,25,5.22,32.563,-60.93333,44,25,198,1.8
"NED1987085",86,23,23,"REDFISH UNSEPARATED",0,0,0,0,"455",1987,7,8,27,28,5.03,32.448,-61.11667,43.73333,27.5,198,1.8
"NED1987085",87,23,23,"REDFISH UNSEPARATED",0,0,0,0,"464",1987,7,8,35,37,NA,NA,-61.58333,43.53333,36,198,1.7
"NED1987085",88,23,23,"REDFISH UNSEPARATED",0,0,0,0,"464",1987,7,8,44,46,1.8,32.911,-61.78333,43.41667,45,198,1.7
"NED1987085",89,23,23,"REDFISH UNSEPARATED",0,0,0,0,"465",1987,7,8,52,52,4.09,33.562,-61.85,43.13333,52,198,1.8
"NED1987085",90,23,23,"REDFISH UNSEPARATED",0,0,0,0,"465",1987,7,8,52,52,3.79,33.639,-62.03333,43.23333,52,198,1.6
"NED1987085",91,23,23,"REDFISH UNSEPARATED",0,0,0,0,"465",1987,7,8,52,52,4.61,33.598,-62.4,43.26667,52,198,1.6
"NED1987085",92,23,23,"REDFISH UNSEPARATED",0,0,0,0,"463",1987,7,8,52,53,5.26,33.693,-62.56667,43.26667,52.5,198,1.7
"NED1987085",93,23,23,"REDFISH UNSEPARATED",9,0,8.75,0,"465",1987,7,8,59,59,4.8,33.787,-62.86667,43.18333,59,198,1.8
"NED1987085",96,23,23,"REDFISH UNSEPARATED",21,0,21.6176470588235,0,"463",1987,7,9,43,45,4.99,33.499,-62.56667,43.6,44,198,1.7
"NED1987085",97,23,23,"REDFISH UNSEPARATED",0,0,0,0,"465",1987,7,9,60,64,5.71,33.978,-62.76667,43.56667,62,198,1.7
"NED1987085",98,23,23,"REDFISH UNSEPARATED",8,2,7.77777777777778,1.94444444444444,"461",1987,7,9,114,116,9.64,35.03,-63.3,43.55,115,198,1.8
"NED1987085",99,23,23,"REDFISH UNSEPARATED",0,0,0,0,"460",1987,7,9,67,69,8.14,34.455,-63.43333,43.65,68,198,1.8
"NED1987085",100,23,23,"REDFISH UNSEPARATED",5,2,5.14705882352941,2.05882352941176,"461",1987,7,9,146,149,9.43,35.084,-63.1,43.66667,147.5,198,1.7
"NED1987085",101,23,23,"REDFISH UNSEPARATED",0,0,0,0,"461",1987,7,9,146,146,9.45,34.953,-62.93333,43.83333,146,198,1.7
"NED1987085",102,23,23,"REDFISH UNSEPARATED",174,38,179.117647058824,39.1176470588235,"470",1987,7,9,98,111,8.87,34.684,-63.41667,44.05,104.5,198,1.7
"NED1987086",1,23,23,"REDFISH UNSEPARATED",201,67,206.911764705882,68.9705882352941,"460",1987,7,13,81,84,7.81,34.373,-62.86667,44.36667,82.5,198,1.7
"NED1987086",2,23,23,"REDFISH UNSEPARATED",56,22,57.6470588235294,22.6470588235294,"460",1987,7,13,91,97,9.27,34.819,-62.81667,44.33333,94,198,1.7
"NED1987086",3,23,23,"REDFISH UNSEPARATED",37,11,40.46875,12.03125,"462",1987,7,14,56,66,7.57,34.258,-62.31667,43.93333,61,198,1.6
"NED1987086",4,23,23,"REDFISH UNSEPARATED",0,0,0,0,"464",1987,7,14,39,40,9.38,32.484,-61.75,43.81667,39.5,198,1.7
"NED1987086",5,23,23,"REDFISH UNSEPARATED",0,0,0,0,"464",1987,7,14,27,28,3.71,32.595,-61.53333,43.91667,27.5,198,1.8
"NED1987086",6,23,23,"REDFISH UNSEPARATED",0,0,0,0,"462",1987,7,15,96,97,8.8,34.645,-62.03333,44.26667,96.5,198,1.6
"NED1987086",7,23,23,"REDFISH UNSEPARATED",6,2,6.17647058823529,2.05882352941176,"462",1987,7,15,88,88,8.52,34.55,-61.83333,44.41667,88,198,1.7
"NED1987086",8,23,23,"REDFISH UNSEPARATED",12,1,12.3529411764706,1.02941176470588,"462",1987,7,15,93,97,8.32,34.485,-61.7,44.4,95,198,1.7
"NED1987086",9,23,23,"REDFISH UNSEPARATED",21,8,22.96875,8.75,"459",1987,7,15,75,81,6.9,34.093,-61.43333,44.45,78,198,1.6
"NED1987086",10,23,23,"REDFISH UNSEPARATED",0,0,0,0,"456",1987,7,15,43,45,3.52,33.223,-61.23333,44.35,44,198,1.7
"NED1987086",11,23,23,"REDFISH UNSEPARATED",0,0,0,0,"458",1987,7,15,29,32,3.21,32.337,-60.76667,44.46667,30.5,198,1.6
"NED1987086",12,23,23,"REDFISH UNSEPARATED",5,0,5.46875,0,"457",1987,7,15,51,85,2.24,33.237,-60.45,44.26667,68,198,1.6
"NED1987086",13,23,23,"REDFISH UNSEPARATED",0,0,0,0,"458",1987,7,15,25,26,2.48,32.428,-60.35,44.36667,25.5,198,1.8
"NED1987086",14,23,23,"REDFISH UNSEPARATED",0,0,0,0,"458",1987,7,15,22,23,2.25,32.279,-60.4,44.5,22.5,198,1.7
"NED1987086",15,23,23,"REDFISH UNSEPARATED",0,0,0,0,"459",1987,7,16,43,50,1.44,32.292,-60.53333,45,46.5,198,1.7
"NED1987086",17,23,23,"REDFISH UNSEPARATED",4,1,4.11764705882353,1.02941176470588,"459",1987,7,16,79,82,1.61,32.883,-60.53333,45.26667,80.5,198,1.7
"NED1987086",18,23,23,"REDFISH UNSEPARATED",0,0,0,0,"459",1987,7,16,36,42,1.33,32.341,-60.26667,45.15,39,198,1.8
"NED1987086",20,23,23,"REDFISH UNSEPARATED",0,0,0,0,"444",1987,7,16,75,76,2.95,32.182,-59.68333,45.38333,75.5,198,1.7
"NED1987086",21,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1987,7,16,41,42,0.8,32.293,-59.28333,45.88333,41.5,198,1.8
"NED1987086",22,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1987,7,16,42,45,0.2,32.443,-59.25,46.11667,43.5,198,1.8
"NED1987086",23,23,23,"REDFISH UNSEPARATED",4,0,3.88888888888889,0,"442",1987,7,16,39,39,-0.32,32.208,-59.45,46.23333,39,198,1.8
"NED1987086",24,23,23,"REDFISH UNSEPARATED",4,0,4.375,0,"441",1987,7,16,56,56,0.92,32.879,-59.45,46.26667,56,198,1.6
"NED1987086",25,23,23,"REDFISH UNSEPARATED",0,0,0,0,"441",1987,7,17,67,69,0.96,33.078,-59.38333,46.33333,68,198,1.7
"NED1987086",26,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1987,7,17,42,43,-0.1,32.379,-59.65,46.3,42.5,198,1.6
"NED1987086",27,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1987,7,17,35,38,-0.1,32.049,-60.1,46.41667,36.5,198,1.8
"NED1987086",28,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1987,7,17,33,41,1.17,32.311,-60.25,46.41667,37,198,1.8
