"depth","cum.catch","cum"
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0.00630692772753931
12,0,0.0280658283875499
13,0,0.0438331477063982
14,0,0.0586994773498837
15,0,0.106260410872803
16,0.0534550291174838,0.17411238664064
17,0.12512329827189,0.301442338865292
18,0.2851126007977,0.505354762467579
19,0.39454230222666,0.759271764263857
20,0.597077867922959,0.987207274293825
21,0.830772401620331,1.3453627033487
22,0.924136016581637,1.73881501535026
23,1.06865764130796,2.08619237792763
24,1.38438886289635,2.63939633915362
25,1.70814617737729,3.13452577068618
26,2.32544373378457,3.94108759395788
27,2.63700639313958,4.64682005158326
28,2.870232186899,5.34478556641211
29,3.23418209814223,6.11318953205805
30,3.5446118670781,7.19707806716938
31,3.93338209591442,8.10886022513034
32,4.51281343262618,9.34533549312843
33,5.19660038704668,10.7209658905029
34,5.58323169432725,11.8835263884717
35,6.07461922553967,13.0259645205599
36,6.39869481504775,14.0953449407593
37,6.69501149778827,15.0170651763687
38,7.1284635442536,15.9066781638827
39,7.46787526710062,16.997988801322
40,8.20095185179906,18.0655315084885
41,8.94571381563235,19.2886199282109
42,9.7818634595493,20.4199755613748
43,10.7343522501793,21.5279544521693
44,11.4866689257361,22.8838350043369
45,12.1435500292701,24.2064033422853
46,12.7353350120655,25.43200674968
47,13.4943526784331,26.6155366266232
48,14.3473417268037,27.8327491508955
49,14.8919705907545,28.9762051641361
50,15.7093326409403,30.0109938185324
51,16.154156429222,30.6988322781343
52,16.8054665984907,31.8380134620223
53,17.9360835260241,33.2153623720422
54,19.061383381648,34.5808820714094
55,20.1984202192687,35.9189898410421
56,21.4858260174178,36.9632467071745
57,22.7658354053436,38.2358537252973
58,23.7816381397072,39.5956517256821
59,24.5998191793776,40.646584760371
60,25.501518495625,42.0511055982433
61,26.3695935715089,43.2033392478799
62,27.1305503323968,44.4817229120612
63,27.976440461373,45.6012022792241
64,28.8462458477837,46.9117226284046
65,29.585483932835,47.9694287968717
66,30.3053663972488,48.924185274835
67,30.8587416497445,50.1215892759293
68,32.2355491097818,51.13664037563
69,33.1901277174677,51.9703882795239
70,34.1648015868135,53.2256076878406
71,35.1411447395466,54.27278918049
72,35.6960368393888,55.1221054912558
73,36.7941180635601,56.5601359119756
74,37.7885748094242,57.7092013824304
75,39.2377729786842,58.9660983293039
76,40.1385021215831,60.0544739686024
77,41.2770178458243,60.987098570773
78,42.5620463535023,62.1969364681075
79,43.6448096338492,63.0503942365955
80,44.9023516101589,64.005421532775
81,45.9273963973398,64.8951205653033
82,47.396776294358,65.9766954912305
83,49.3185356799421,67.184796444441
84,50.4303183536853,67.9727920425889
85,52.0073303535827,68.9009114762456
86,53.6656264831572,70.0894726364908
87,55.0520138860163,70.7838361010595
88,56.9708479231463,71.8150574943335
89,57.8530468934879,72.5056306698752
90,59.2079136469836,73.3654989563173
91,60.6189525871936,74.1019968335385
92,62.2873142405445,75.0094706941612
93,63.2485069116146,75.7891698627342
94,63.6446116667824,76.304538425722
95,64.644933740251,76.934531605212
96,65.5516375455541,77.4300387234927
97,66.4473026880507,77.8830002916508
98,67.1861034339036,78.3187701748749
99,67.81081756717,78.7747639270823
100,68.4115500117313,79.1699429203328
101,68.763995582233,79.4301076987337
102,69.2200047357106,79.6345551812658
103,70.0662394769033,80.1014311119307
104,70.8847162279937,80.5601856791886
105,71.3400788628552,81.0349774252527
106,71.8570683639727,81.3971480091971
107,72.9324514464898,81.9809475714048
108,73.7379998023781,82.4334514745455
109,74.4288019780642,83.0077847486326
110,75.335422744279,83.7132955153397
111,76.5223439302197,84.2881857991696
112,77.398483815084,84.8431303415097
113,77.8051760540118,85.2084989199071
114,78.574978059502,85.8482508372272
115,79.1030457658491,86.2753150374368
116,79.9143653383753,86.6814450491589
117,80.9980005291496,87.3097450231925
118,81.8775940492392,87.7723992590236
119,83.3368834448506,88.5042038291363
120,84.0961098293077,88.97457648029
121,84.620224875051,89.51810119077
122,85.409965356494,89.9700087425245
123,85.9258753494634,90.2955437654461
124,86.8042509629245,90.7132672971951
125,87.289033160503,90.9307113906914
126,88.0434432778378,91.3388325424237
127,88.6899579397564,91.618936741235
128,89.1852584218547,91.9374524413465
129,89.7066885370758,92.2285062591863
130,89.9059269896378,92.5575250459563
131,90.4066526921726,92.787977040305
132,90.8519241006828,93.0630361686565
133,91.4743297472941,93.4561640030906
134,91.8996282779435,93.7012664040423
135,92.2000304838291,93.895770734337
136,92.4904735350562,94.1059453034924
137,92.9003821546713,94.3825601721316
138,93.1587721178091,94.5250115457188
139,93.4888801735543,94.6893786676451
140,93.667904144051,94.7670747339582
141,93.9197063395158,94.9305331299627
142,94.1569351749816,95.0694078732962
143,94.3139233394092,95.2791905355289
144,94.3330223297215,95.3941496479256
145,94.456030899211,95.5185000917626
146,94.7326617820818,95.7005120822778
147,94.8896333386918,95.7848135822171
148,95.2378798992944,95.9667126424035
149,95.2566467332535,96.0424971954377
150,95.3143312199358,96.1190124463814
151,95.4756097372597,96.2451014700862
152,95.5750019900326,96.3570431633429
153,95.6449209023932,96.4750412054184
154,95.881964283895,96.5827767392304
155,96.0628787776356,96.6493528004045
156,96.1036509699979,96.70965231277
157,96.1036509699979,96.791962672699
158,96.1117888006527,96.8275852571622
159,96.1246875390375,96.8627455537292
160,96.1944403732214,96.9189280621729
161,96.245592451623,96.9672503555576
162,96.3482232288402,97.0223537519691
163,96.5755842526446,97.1114432336911
164,96.7504645726343,97.2200610769737
165,96.8785662062071,97.301502996069
166,96.9415098351493,97.3414103289192
167,97.0810155035172,97.433266933906
168,97.1679297492861,97.4785612415702
169,97.4345959415592,97.6314200365248
170,97.5755409541246,97.7400563713232
171,97.705414088248,97.8623447281094
172,97.7495908832312,97.9472722979425
173,97.9262980631639,98.073252353786
174,98.0418331147051,98.1462410084926
175,98.1761350002053,98.2295717038497
176,98.2644885901717,98.2752094253797
177,98.4452370057357,98.4116636041299
178,98.501869663966,98.5013362290125
179,98.5147684023508,98.5482802440551
180,98.5816425481399,98.6466749207175
181,98.5816425481399,98.7372833483843
182,98.5816425481399,98.7772448349595
183,98.5945412865247,98.8732078772876
184,98.9051074768199,98.9815549519452
185,98.9306835160207,99.0292960834032
186,98.9578649775956,99.0714963642189
187,98.9963397551812,99.154021357814
188,99.1833437820648,99.2669226286611
189,99.3235968022276,99.3003856682374
190,99.4189256756123,99.4174964005856
191,99.4716278169957,99.445709170483
192,99.5287033503637,99.5008733247323
193,99.6299556787149,99.5816270952735
194,99.6741324736981,99.6183459624621
195,99.6741324736981,99.6530835958096
196,99.7919372603199,99.68929790878
197,99.7919372603199,99.7191458570076
198,99.8226285073608,99.7469940798783
199,99.860992566162,99.7717859193434
200,99.9262889692731,99.8117738223699
