"year","area.occupied","D75","D95","Gini"
"1970",2.6073,0.75,3.042,0.945954933213432
"1971",3.0565,1.415,1.9,0.944322043509424
"1972",1.53566666666667,0.75,0.983,0.974688831185083
"1973",2.7455,1.648,2.478,0.941340365983326
"1974",3.7855,0.983,2.2,0.95869065509073
"1975",3.9631,1.209,3.01,0.941638919653775
"1976",1.49066666666667,0.491,1.648,0.956679722338718
"1977",1.05866666666667,0.345,0.836,0.972173597804729
"1978",4.59741666666667,3.763,6.673,0.896374186983625
"1979",3.0405,0.976,2.478,0.958338836719064
"1980",2.51048333333333,0.492,1.907,0.97006463908831
"1981",2.92416666666667,0.836,2.525,0.955485926261792
"1982",3.69283333333333,1.069,2.751,0.943917772690508
"1983",4.44633333333333,1.282,1.741,0.95347420565384
"1984",4.73647619047619,0.717,2.133,0.953649480152921
"1985",6.15043333333333,1.495,3.819,0.931269920617894
"1986",4.00083333333333,2.989,3.714,0.917819352847613
"1987",3.43186666666667,1.415,3.334,0.944953776820388
"1988",3.1425,0.976,2.133,0.957130991891275
"1989",5.02704166666667,1.641,3.56,0.947710957077909
"1990",2.87783333333333,1.986,2.751,0.929185428777227
"1991",3.36933333333333,0.226,2.537,0.973187049684703
"1992",2.4875,1.499,1.99,0.950578000926825
"1993",4.16086666666667,0.491,1.76,0.967477967586076
"1994",5.5755,1.641,3.327,0.926703823944408
"1995",3.38352380952381,0.983,2.439,0.949361498316837
"1996",2.43166666666667,0.491,3.222,0.958207768178981
"1997",3.61616666666667,1.415,1.874,0.948188986499454
"1998",3.66383333333333,1.674,2.054,0.947070889390316
"1999",4.81408333333333,1.792,3.74,0.921334543658357
"2000",4.08775,0.491,4.384,0.93347245642885
"2001",2.5976,0.532,2.034,0.960538298201393
"2002",4.1845,1.682,4.67,0.929581729400081
"2003",2.941,0.491,1.874,0.966740565448824
"2004",3.27275,1.787,3.39,0.934357494461799
"2005",3.277,1.76,2.478,0.946134921781018
"2006",3.49516666666667,1.415,3.448,0.947686130960834
"2007",4.193,1.674,5.597,0.921684530300069
"2008",3.15783333333333,1.249,3.215,0.947067417066404
"2009",3.39806666666667,0.226,2.683,0.959683992791696
"2010",2.3235,0.864,2.553,0.951971316020263
"2011",2.91675,1.15,1.9,0.942918925150582
"2012",4.16561111111111,1.874,7.557,0.906640096315887
"2013",2.58108333333333,1.415,1.986,0.946300167828894
"2014",2.311,1.183,2.942,0.943147445299318
"2015",1.99825,1.282,2.698,0.951537473435502
"2016",2.31858333333333,0.717,2.245,0.952097944834719
"2017",1.57641666666667,0.491,1.947,0.963175307920501
"2019",2.2343,1.76,5.411,0.914562891798153
"2020",1.7615,0.924,1.415,0.950754396559701
