"year","n","n.var","b","b.var"
1970,0.0177227199592261,0.000160698554580743,0.0177227199592261,0.000160698554580743
1971,0.00408538535337384,1.66898018974284e-05,0.00408538535337384,1.66898018974284e-05
1972,0,0,0,0
1973,0.0110639716896975,0.000122407395957431,0.0165959575345463,0.000275416640904221
1974,0.00455802036696514,2.07745532364285e-05,0.00455802036696514,2.07745532364285e-05
1975,0.0186240455231459,0.000246410456851097,0.0109473796419414,6.96253390053671e-05
1976,0.0358233076510046,0.000431375634765283,0.0342519059406918,0.000483020879204567
1977,0.0694055804285258,0.00200669318115696,0.0694055804285258,0.00200669318115696
1978,0.018333752509505,0.000101393790436587,0.0183226485049568,0.00020237924501169
1979,0.195716480791386,0.0218393120856955,0.195255568110617,0.0197255357988002
1980,0.0514520706747682,0.0021548174022508,0.0360813523789219,0.000973537431795501
1981,0.0213480039441424,0.000153333222156463,0.0288565318196354,0.000294900002580656
1982,0.0575504063020582,0.000903008780873531,0.0556102917662108,0.00113112405867771
1983,0.0175082391713748,0.000190317916270363,0.0175082391713748,0.000190317916270363
1984,0.0689729459154053,0.000750477369875442,0.069842975719138,0.000615579077652877
1985,0.146222430716237,0.00568412863724387,0.18026349846338,0.0105262292955517
1986,0.510161507256271,0.110508702382423,0.527391554372522,0.141056126454142
1987,0.278829739326308,0.0101092043449491,0.328312947524042,0.0151748974615703
1988,0.0611601251966418,0.0016221878418866,0.0559359181840793,0.00109524338947227
1989,0.0693338907005032,0.00057053143247835,0.030442797311475,0.00020408674124138
1990,0.19565067205028,0.0106568316760975,0.0964301964389849,0.00167311566119456
1991,0.315256173785275,0.025786191389018,0.238990896875192,0.0219864474553927
1992,0.203239160325191,0.00989245824635078,0.0890563957912252,0.00109965845767901
1993,0.0159201487954027,0.000157325749890996,0.0159201487954027,0.000157325749890996
1994,0.231085922629654,0.00384116731723857,0.174710881401912,0.00208865453435792
1995,0.116203090414105,0.00522907991552021,0.0686312744131482,0.00174646102986704
1996,0.27526961083539,0.0245160341992553,0.163749066271261,0.010492626339878
1997,0.149740418520673,0.00407951687170995,0.116543899886131,0.00263879643429138
1998,0.377036094005831,0.0489739603758432,0.351989772405206,0.0672637212139374
1999,0.338307862352803,0.0108996588081259,0.252842109489699,0.0072318102446719
2000,0.0689888468911729,0.00132089602420064,0.0604495662293266,0.00132780886883061
2001,1.04278452534532,0.837564447306024,0.726133704007525,0.369242395335379
2002,0.0735889920165307,0.00275144893376301,0.0546920043791261,0.00188530920422789
2003,0.2078533436027,0.00607751780013155,0.129801954123346,0.00248475681638775
2004,0.120215598521857,0.00402318652384566,0.0745259815919612,0.00132448636059557
2005,0.346687179147428,0.03850883977614,0.226909118661564,0.0165735557107466
2006,0.202697409375801,0.00340680469158597,0.136836344109365,0.00189763737984149
2007,0.154708343859915,0.00773037000852407,0.08568527154775,0.00294772837357903
2008,1.35962016977905,0.636984051618701,0.940595265130191,0.288910470069454
2009,0.962551531425228,0.287866929834888,0.723646394394292,0.175676401399839
2010,0.832022836234271,0.459973551611977,0.809645324649151,0.504913581892808
2011,0.351066632648106,0.0221459681321487,0.164342720194282,0.0055692886121534
2012,0.563291120327313,0.0397324281142133,0.409181282454855,0.0270751799249688
2013,0.602604450150921,0.0691833343227982,0.331384642270623,0.0200811689995521
2014,0.775966809906334,0.0614379290824375,0.584185797953723,0.0454593588179502
2015,0.112993012576688,0.000991861461666232,0.0932955219284951,0.000792576963589317
2016,0.363073029237665,0.0118686738435973,0.328154989960537,0.0129707472857239
2017,0.22198282133081,0.00398688061953093,0.128708034641313,0.0019733432281037
2018,0.461535461600747,0.0200018159309904,0.323861504614623,0.0117788533641871
2019,0.145876547936314,0.00147653737732029,0.118362745638394,0.00141127464299486
2020,0.248681495805757,0.00473420883965216,0.14877215238838,0.00202034310314709
