"depth","cum.catch","cum"
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0.00630692772753931
12,0.0286964328298596,0.0280658283875499
13,0.0472959726269908,0.0438331477063982
14,0.0723484139863921,0.0586994773498837
15,0.115647045620975,0.106260410872803
16,0.176693600983251,0.17411238664064
17,0.375852070208733,0.301442338865292
18,0.649839051047636,0.505354762467579
19,0.981466147060066,0.759271764263857
20,1.31328794724682,0.987207274293825
21,1.7778307352352,1.3453627033487
22,2.27292932328066,1.73881501535026
23,2.71452039466614,2.08619237792763
24,3.38914157474911,2.63939633915362
25,4.09630607597621,3.13452577068618
26,5.14885123557524,3.94108759395788
27,6.03058919006698,4.64682005158326
28,6.80077296709014,5.34478556641211
29,7.79275564481986,6.11318953205805
30,9.14005922058175,7.19707806716938
31,10.1432669467447,8.10886022513034
32,11.5910178106897,9.34533549312843
33,13.1290624169002,10.7209658905029
34,14.4917079048582,11.8835263884717
35,15.818482635997,13.0259645205599
36,17.0542397818691,14.0953449407593
37,18.1112747124282,15.0170651763687
38,19.14739511399,15.9066781638827
39,20.4883809519489,16.997988801322
40,21.9556259489485,18.0655315084885
41,23.4006632470706,19.2886199282109
42,24.7581445348366,20.4199755613748
43,26.0150969959282,21.5279544521693
44,27.6581146111522,22.8838350043369
45,29.4074543375229,24.2064033422853
46,30.9111493256565,25.43200674968
47,32.4254985612826,26.6155366266232
48,33.9918481340324,27.8327491508955
49,35.3818796564861,28.9762051641361
50,36.8220269739763,30.0109938185324
51,37.7287774134003,30.6988322781343
52,39.2255289443136,31.8380134620223
53,40.8220156367434,33.2153623720422
54,42.5638654203916,34.5808820714094
55,43.9562584093654,35.9189898410421
56,45.0467579401222,36.9632467071745
57,46.3177968183578,38.2358537252973
58,47.8465521659057,39.5956517256821
59,49.008145085703,40.646584760371
60,50.5774029845959,42.0511055982433
61,51.7391292996492,43.2033392478799
62,53.3799212211935,44.4817229120612
63,54.4560726367092,45.6012022792241
64,56.00563127988,46.9117226284046
65,56.9220764801773,47.9694287968717
66,57.9206725958036,48.924185274835
67,58.9746161992234,50.1215892759293
68,60.1265502981967,51.13664037563
69,60.8175980913554,51.9703882795239
70,62.2928960681329,53.2256076878406
71,63.2743415492384,54.27278918049
72,64.2204373404976,55.1221054912558
73,65.7873438155752,56.5601359119756
74,66.9979478465907,57.7092013824304
75,68.2664451513257,58.9660983293039
76,69.4210975110684,60.0544739686024
77,70.4908320139904,60.987098570773
78,71.7472675797682,62.1969364681075
79,72.6811195698041,63.0503942365955
80,73.6056611286124,64.005421532775
81,74.3571177256303,64.8951205653033
82,75.3419547791926,65.9766954912305
83,76.7189002332951,67.184796444441
84,77.3945982110268,67.9727920425889
85,78.1773632450572,68.9009114762456
86,79.3092490008721,70.0894726364908
87,79.8003009646071,70.7838361010595
88,80.5857167644329,71.8150574943335
89,81.0765465432604,72.5056306698752
90,81.883432643896,73.3654989563173
91,82.4248726204317,74.1019968335385
92,83.3205485002342,75.0094706941612
93,83.8881560028374,75.7891698627342
94,84.4465530467204,76.304538425722
95,85.119293999983,76.934531605212
96,85.5610957708253,77.4300387234927
97,85.907009372048,77.8830002916508
98,86.3049902376091,78.3187701748749
99,86.7101562212559,78.7747639270823
100,87.0064614044499,79.1699429203328
101,87.2654421994716,79.4301076987337
102,87.4187569400821,79.6345551812658
103,87.8937249423376,80.1014311119307
104,88.2916845252657,80.5601856791886
105,88.613671872458,81.0349774252527
106,88.7765807084125,81.3971480091971
107,89.2342373398743,81.9809475714048
108,89.5820556897799,82.4334514745455
109,89.983600973612,83.0077847486326
110,90.6749251398876,83.7132955153397
111,91.0655936179401,84.2881857991696
112,91.4720654446908,84.8431303415097
113,91.7699185028249,85.2084989199071
114,92.2178451841996,85.8482508372272
115,92.4142006788633,86.2753150374368
116,92.5740760350073,86.6814450491589
117,92.9873136722261,87.3097450231925
118,93.1848221435976,87.7723992590236
119,93.6654220099248,88.5042038291363
120,93.904230641169,88.97457648029
121,94.2387134449769,89.51810119077
122,94.4541921044774,89.9700087425245
123,94.6689918877309,90.2955437654461
124,94.7953585800753,90.7132672971951
125,94.8935797309704,90.9307113906914
126,95.0931537667916,91.3388325424237
127,95.1843680244893,91.618936741235
128,95.2702903861968,91.9374524413465
129,95.4318028357166,92.2285062591863
130,95.6737920101268,92.5575250459563
131,95.8493608016719,92.787977040305
132,96.0090914792715,93.0630361686565
133,96.3363910728427,93.4561640030906
134,96.6082643160463,93.7012664040423
135,96.7736786346179,93.895770734337
136,96.9117943376811,94.1059453034924
137,97.0433702525616,94.3825601721316
138,97.1364274923329,94.5250115457188
139,97.2324562068242,94.6893786676451
140,97.3385589996546,94.7670747339582
141,97.4956131241824,94.9305331299627
142,97.6034638246144,95.0694078732962
143,97.7615469156691,95.2791905355289
144,97.8533855169316,95.3941496479256
145,97.9686413740267,95.5185000917626
146,98.0931940200064,95.7005120822778
147,98.1366810517235,95.7848135822171
148,98.2051696488284,95.9667126424035
149,98.2433910174783,96.0424971954377
150,98.3288403916368,96.1190124463814
151,98.4616909085949,96.2451014700862
152,98.5528717789362,96.3570431633429
153,98.6611247175191,96.4750412054184
154,98.7279216885662,96.5827767392304
155,98.7609306549317,96.6493528004045
156,98.7773238469264,96.70965231277
157,98.8382891597214,96.791962672699
158,98.8781981797439,96.8275852571622
159,98.8833843491054,96.8627455537292
160,98.9677786828015,96.9189280621729
161,99.0013774924634,96.9672503555576
162,99.017948750359,97.0223537519691
163,99.1119898042323,97.1114432336911
164,99.1593553338518,97.2200610769737
165,99.1880462021223,97.301502996069
166,99.1880462021223,97.3414103289192
167,99.2167370703927,97.433266933906
168,99.2249336663901,97.4785612415702
169,99.2599681323774,97.6314200365248
170,99.2972506803627,97.7400563713232
171,99.3355793655153,97.8623447281094
172,99.3664292828333,97.9472722979425
173,99.3782706652382,98.073252353786
174,99.4046244185603,98.1462410084926
175,99.4681049122045,98.2295717038497
176,99.4681049122045,98.2752094253797
177,99.5702924810405,98.4116636041299
178,99.6038912907025,98.5013362290125
179,99.6038912907025,98.5482802440551
180,99.6463154915741,98.6466749207175
181,99.6617404502331,98.7372833483843
182,99.6617404502331,98.7772448349595
183,99.6726692448962,98.8732078772876
184,99.7081933921108,98.9815549519452
185,99.734547145433,99.0292960834032
186,99.734547145433,99.0714963642189
187,99.7499721040919,99.154021357814
188,99.7763258574141,99.2669226286611
189,99.7763258574141,99.3003856682374
190,99.8441467073909,99.4174964005856
191,99.855075502054,99.445709170483
192,99.855075502054,99.5008733247323
193,99.8728375756613,99.5816270952735
194,99.8728375756613,99.6183459624621
195,99.8728375756613,99.6530835958096
196,99.8864996819021,99.68929790878
197,99.8864996819021,99.7191458570076
198,99.8864996819021,99.7469940798783
