"lengths","lf.1970","lf.1977","lf.1984","lf.1991","lf.1998","lf.2005"
4,0,0,0,1.74779341081884e-05,2.06726893101524e-05,1.50299095199447e-05
7,0,4.36767050293726e-05,0.000165523329593732,0.000174779341081884,2.06726893101524e-05,3.75747737998617e-05
10,0.00017904034375746,0.00214015854643926,0.000974748496496423,0.00609979900375776,0.0013023794265396,0.0011422731235158
13,0.0014920028646455,0.0165534712061322,0.0102992293969433,0.0253779603250896,0.0212721973001468,0.0228905521988758
16,0.0176653139174027,0.071564281190627,0.106817722031155,0.0898540592501966,0.123374609802989,0.104217392611296
19,0.0746598233468608,0.134786311720644,0.213929707759366,0.14490955169099,0.257561036115188,0.202370216731295
22,0.10551444258773,0.113275534493678,0.108546521251356,0.144577470942935,0.126020714034689,0.166877085399946
25,0.0489376939603724,0.0829420628507785,0.102937119526235,0.203023682600717,0.139602670911459,0.163314996843719
28,0.298698973502029,0.170775916664847,0.214941239217994,0.237577558332605,0.199904905629173,0.19828208134187
31,0.268441155407018,0.193968247035444,0.149394000698876,0.108398147338985,0.094432844768776,0.0958156731896474
34,0.0974576271186441,0.119805201895569,0.0619976826733857,0.0264266363715809,0.0260889339094123,0.0273920101000992
37,0.0387323943661972,0.0495293835033085,0.0172144262777481,0.00651926942235428,0.00562297149236144,0.00796585204557069
40,0.0154571496777274,0.0203533445436876,0.00529674654699943,0.00269160185266102,0.00231534120273706,0.00362220819430667
43,0.0095488183337312,0.00906291629359481,0.00332885807294061,0.0016604037402779,0.00115767060136853,0.00213424715183215
46,0.00584865122941036,0.00550326483370095,0.00147131848527762,0.00153805820152058,0.000744216815165485,0.0013301469925151
49,0.00614705180233946,0.00375619663252604,0.00101153145862836,0.000559293891462029,0.000268744961031981,0.000939369344996543
52,0.00459536882310814,0.00257692559673298,0.000625310356242988,0.000314602813947391,0.000144708825171066,0.000683860883157483
55,0.00286464550011936,0.00189993666877771,0.000680484799440899,0.000122345538757319,0.000103363446550762,0.000563621606997926
58,0.00226784435426116,0.000873534100587452,0.000202306291725673,8.73896705409421e-05,2.06726893101524e-05,0.000202903778519253
61,0.00071616137502984,0.000349413640234981,9.19574053298512e-05,5.24338023245652e-05,2.06726893101524e-05,0.000172843959479364
64,0.0005968011458582,0.000131030115088118,1.83914810659702e-05,0,0,2.2544864279917e-05
67,0.00011936022917164,8.73534100587452e-05,3.67829621319405e-05,1.74779341081884e-05,0,7.51495475997234e-06
70,0,2.18383525146863e-05,1.83914810659702e-05,0,0,0
73,5.968011458582e-05,0,0,0,0,0
