"lengths","lf.1970","lf.1977","lf.1984","lf.1991","lf.1998","lf.2005"
4,0,0,3.73524577917227e-05,4.27972267397073e-05,3.79968082681055e-05,0.000158720081264682
7,4.9813200498132e-05,0,0.00100851636037651,0.00128391680219122,0.00121589786457938,0.00266649736524665
10,0.000298879202988792,0.00041624096567904,0.00261467204542059,0.00697594795857228,0.00645945740557793,0.0070789156244048
13,0.00194271481942715,0.00261096605744125,0.00321231137008815,0.0149790293588975,0.0152747169237784,0.016951304679068
16,0.0088667496886675,0.00238392553070723,0.011317794710892,0.0249079859625096,0.024507941332928,0.0312678560091423
19,0.0296388542963885,0.00881674045483785,0.0303675481846706,0.0645382179234786,0.0599209666388023,0.0979620341565615
22,0.0540473225404732,0.0275097438226057,0.0744808008366951,0.140974064880596,0.167413937229273,0.191035489810171
25,0.114919053549191,0.0665228743330685,0.191431346182579,0.242446289480442,0.247055247359222,0.23903244238461
28,0.201693648816936,0.171339917508609,0.269236515762737,0.236625866643841,0.216543810319933,0.167767125896768
31,0.215541718555417,0.274151436031332,0.192028985507246,0.155353933065137,0.14681966714796,0.132182083677227
34,0.191481942714819,0.237597911227154,0.121843717316599,0.0736112299922965,0.0726878942168858,0.0778998158847057
37,0.111880448318804,0.128240057516933,0.0649932765575975,0.0250791748694685,0.0300174785318033,0.0270776458637547
40,0.0468244084682441,0.05165171983199,0.0256237860451218,0.00890182316185911,0.00999316057451174,0.00736461177068123
43,0.0146450809464508,0.0194498051235479,0.00877782758105483,0.00303860309851922,0.00193783722167338,0.00146022474763507
46,0.00493150684931507,0.00707609641654369,0.00253996712983714,0.00102713344175297,0.000113990424804316,9.5232048758809e-05
49,0.00224159402241594,0.00174064403829417,0.000448229493500672,0.000213986133698536,0,0
52,0.000846824408468244,0.000454081053468044,3.73524577917227e-05,0,0,0
55,0.000149439601494396,3.78400877890037e-05,0,0,0,0
