"temperature","cum.catch","cum"
-1,0,0
-0.9,0,0
-0.8,0,0
-0.7,0,0.00890101292552528
-0.6,0,0.00890101292552528
-0.5,0,0.013878459353479
-0.4,0.138188186650685,0.0668206669758833
-0.3,0.138188186650685,0.0773480729831606
-0.2,0.216779678223966,0.129808506923104
-0.1,0.313521135549195,0.177278676976482
0,0.486421201176694,0.289926692197277
0.1,0.564712381821469,0.338640511776608
0.2,0.639780387278113,0.416061522202827
0.3,0.671781130752877,0.577289485768554
0.4,0.790788672039265,0.690941687836141
0.5,0.884039644448792,0.915565208604009
0.6,1.17943738889732,1.20035311715619
0.7,1.47740471106494,1.64275049863668
0.8,1.81270687081839,2.22435180460946
0.9,2.26998332192542,2.69678481496878
1,2.65512511116415,3.21859176098029
1.1,3.44443874531532,4.18099018315273
1.2,3.99218347283096,4.7814086034449
1.3,4.63991043350046,5.94192524573006
1.4,5.47670144801526,6.61703169248548
1.5,6.17495116302937,7.39873231277924
1.6,6.51363664064076,8.25756850073043
1.7,7.14574529084474,8.99396828888671
1.8,7.64699184731501,9.64076463169759
1.9,8.2306393918833,10.2338235080055
2,8.91450139384571,11.2618776156278
2.1,9.76908457161811,12.0442289423522
2.2,10.9528359701366,13.2145450742848
2.3,11.9504126567968,14.3280900880119
2.4,12.7867345331867,15.3871671587754
2.5,13.8733497810694,16.6203804050579
2.6,15.0299901719485,17.7757034504127
2.7,15.7750782019649,18.7262708327019
2.8,16.5579187952949,19.693795831416
2.9,17.3059580590244,20.5333484580619
3,18.355702754638,21.4993900733019
3.1,19.3864844970197,22.6107198877037
3.2,20.3275381162433,23.548713733043
3.3,21.5100150315404,24.511783864954
3.4,22.0721610199692,25.1645427674405
3.5,22.9079460189271,26.2856334803967
3.6,23.8074878327728,27.1260302282455
3.7,24.9366022693333,28.2813780099391
3.8,25.788994398951,29.2159348800957
3.9,26.5607780579283,29.9845001745415
4,27.3853125422096,30.9033069286013
4.1,28.128239353497,31.7188177704219
4.2,29.069327719734,32.8019576921562
4.3,30.0312353557433,33.6897979008544
4.4,30.7730911102405,34.4818962575074
4.5,32.3217357542577,35.7444828490525
4.6,32.6658026277015,36.4343492744903
4.7,33.5736141793303,37.3689289748707
4.8,34.2605272765346,38.0249090941207
4.9,35.1940765963561,38.9731482596519
5,36.1681403905252,40.0089059142151
5.1,37.1754613949452,40.8411786451441
5.2,38.4200788084166,42.2876226438418
5.3,39.51050640394,43.3309264425959
5.4,40.4265063798666,44.4195915993083
5.5,41.5854955299027,45.6994091251068
5.6,42.3547352230241,46.6617457159765
5.7,44.2322500206651,48.0835049328871
5.8,45.1685338610503,49.1446053464589
