"par.name","lm1.est","glm.poisson.est","glm.nb.est"
"(Intercept)",1.29278409099641,-0.0982228180054438,-0.0172566597078855
"log(yearly.estimate)",0.513673717905772,0.205863162264878,0.197263825794199
"as.factor(stratum)441",-1.08516401777338,-0.496739531107496,-0.648596494013961
"as.factor(stratum)442",-1.43962494540975,-1.83347321436122,-1.94910164516555
"as.factor(stratum)443",-1.45892039555027,-0.798363514055754,-0.801618653571086
"as.factor(stratum)444",-1.71783123627477,-0.217838980354514,-1.01556804147365
"as.factor(stratum)445",-0.816552088668461,1.16074497817385,0.285505003806957
"as.factor(stratum)446",0.25170249589838,0.49817468510326,0.4732128244235
"as.factor(stratum)447",-1.73793369952942,-1.30574961993119,-1.44786976917502
"as.factor(stratum)448",-1.41535791577819,-1.80613917933346,-1.85989197423721
"as.factor(stratum)449",-2.30029836251405,-0.121708996172064,-1.35703227571361
"as.factor(stratum)450",-1.189004362112,0.0405024646670336,-0.448018325997027
"as.factor(stratum)451",-2.22803288486061,1.33670089397234,-1.17506987081881
"as.factor(stratum)452",0.357147701314977,1.69820892123943,1.56440924093241
"as.factor(stratum)453",-1.66624459080541,-0.318865443308478,-1.16428285810024
"as.factor(stratum)454",-1.88389737734422,-1.34612474245985,-1.60635007977243
"as.factor(stratum)455",-1.29521290591064,-1.59603526676329,-1.62251562689758
"as.factor(stratum)456",-1.19852848628541,-1.26905728465889,-1.282568227559
"as.factor(stratum)457",-0.868429659396309,-0.620135817109517,-0.705234330793456
"as.factor(stratum)458",-1.41199535114576,-2.2743935463577,-2.42804123500991
"as.factor(stratum)459",-0.962136606036608,0.0804047574542573,-0.0437088022624916
"as.factor(stratum)460",-0.991360505691295,-0.371178479905903,-0.560090755184643
"as.factor(stratum)461",-1.29802029089061,-1.34192355096807,-1.44713496957738
"as.factor(stratum)462",-0.889055825829704,-0.551347953980504,-0.695816431678223
"as.factor(stratum)463",-1.66213945926589,-1.4014203725797,-1.50465380924405
"as.factor(stratum)464",-1.62887727602453,-1.78628473208244,-1.81691954171297
"as.factor(stratum)465",-2.14298563597601,-2.07932867009808,-2.30966753993828
"as.factor(stratum)466",-1.44239546350966,-1.22275880113364,-1.30281427864557
"as.factor(stratum)470",-0.865273877208903,-0.409690744213559,-0.538080950590138
"as.factor(stratum)471",-1.78709852019232,-2.3279635074114,-2.4920895406194
"as.factor(stratum)472",-1.88789068810913,-2.57735075922277,-2.94969780176154
"as.factor(stratum)473",-2.24938541474536,-4.24544622735778,-5.83816077646678
"as.factor(stratum)474",-2.00816178219009,-2.91146162040855,-3.00929737392948
"as.factor(stratum)475",-1.77944288404099,-2.67774170615343,-2.8821022038996
"as.factor(stratum)476",-0.320830603314463,0.0538145938726733,-0.0720571194066498
"as.factor(stratum)477",-1.96979991500874,-2.87107517191808,-3.0772854914206
"as.factor(stratum)478",-1.58980814451386,-1.81021001580237,-1.69343858702497
"as.factor(stratum)480",-1.84442338070804,-3.52524434136502,-3.61379913671705
"as.factor(stratum)481",-1.63044238917667,-1.50636202543805,-1.67312535232894
"as.factor(stratum)482",-1.99222973438698,-3.04026056519071,-3.32914128318398
"as.factor(stratum)483",-1.41478274693244,-1.27202451830373,-1.25778220050082
"as.factor(stratum)484",-0.528603551938285,-0.325478831794973,-0.33036079328786
"as.factor(stratum)485",-1.60534436946036,-0.954627237919449,-1.1223446736184
"as.factor(stratum)490",-1.19989219624915,-0.514125780876533,-0.225400013594713
