> 0 contour -Z0
-60.3916666666	47.0333333333	0
-60.3916666666	47.0375	0
-60.3916666666	47.0416666667	0
-60.3875	47.0458333333	0
-60.3833333333	47.0458333333	0
-60.3833333333	47.0458333333	0
-60.3791666667	47.05	0
-60.3791666666	47.05	0
-60.375	47.0541666666	0
-60.375	47.0541666667	0
-60.3708333333	47.0583333333	0
-60.3666666667	47.0583333333	0
-60.3666666666	47.0583333333	0
-60.3625	47.0625	0
-60.3625	47.0625	0
-60.3583333333	47.0666666666	0
-60.3541666667	47.0666666666	0
-60.3541666666	47.0666666667	0
-60.35	47.0708333333	0
-60.35	47.0708333333	0
-60.3458333333	47.075	0
-60.3416666667	47.075	0
-60.3416666666	47.075	0
-60.3375	47.0791666666	0
-60.3375	47.0791666667	0
-60.3333333333	47.0833333333	0
-60.3291666667	47.0833333333	0
-60.3291666666	47.0833333333	0
-60.325	47.0875	0
-60.325	47.0875	0
-60.3208333333	47.0916666666	0
-60.3166666667	47.0916666666	0
-60.3166666666	47.0916666667	0
-60.3125	47.0958333333	0
-60.3125	47.0958333333	0
-60.3083333333	47.1	0
-60.3083333333	47.1	0
-60.3041666667	47.1041666666	0
-60.3	47.1041666666	0
-60.3	47.1041666667	0
-60.2958333333	47.1083333333	0
-60.2958333333	47.1083333333	0
-60.2916666667	47.1125	0
-60.2875	47.1125	0
-60.2875	47.1125	0
-60.2833333333	47.1166666666	0
-60.2833333333	47.1166666667	0
-60.2791666667	47.1208333333	0
-60.275	47.1208333333	0
-60.275	47.1208333333	0
-60.2708333333	47.125	0
-60.2708333333	47.125	0
-60.2666666667	47.1291666666	0
-60.2666666666	47.1291666667	0
-60.2625	47.1333333333	0
-60.2583333333	47.1333333333	0
-60.2583333333	47.1333333333	0
-60.2541666667	47.1375	0
-60.2541666666	47.1375	0
-60.25	47.1416666666	0
-60.25	47.1416666667	0
-60.2458333333	47.1458333333	0
-60.2416666667	47.1458333333	0
-60.2416666666	47.1458333333	0
-60.2375	47.15	0
-60.2375	47.15	0
-60.2333333333	47.1541666666	0
-60.2333333333	47.1541666667	0
-60.2291666667	47.1583333333	0
-60.225	47.1583333333	0
-60.225	47.1583333333	0
-60.2208333333	47.1625	0
-60.2166666667	47.1625	0
-60.2166666666	47.1625	0
-60.2125	47.1666666666	0
-60.2083333333	47.1666666666	0
-60.2041666667	47.1666666666	0
-60.2	47.1666666666	0
-60.1958333333	47.1666666666	0
-60.1916666667	47.1666666666	0
-60.1875	47.1666666666	0
-60.1875	47.1666666667	0
-60.1833333333	47.1708333333	0
-60.1791666667	47.1708333333	0
-60.175	47.1708333333	0
-60.1708333333	47.1708333333	0
-60.1666666667	47.1708333333	0
-60.1625	47.1708333333	0
-60.1583333333	47.1708333333	0
-60.1541666667	47.1708333333	0
-60.1541666666	47.1708333333	0
-60.15	47.175	0
-60.1458333333	47.175	0
-60.1416666667	47.175	0
-60.1375	47.175	0
-60.1333333333	47.175	0
-60.1291666667	47.175	0
-60.125	47.175	0
-60.125	47.175	0
-60.1208333333	47.1791666666	0
-60.1166666667	47.1791666666	0
-60.1166666666	47.1791666667	0
-60.1125	47.1833333333	0
-60.1125	47.1833333333	0
-60.1125	47.1875	0
-60.1083333333	47.1916666666	0
-60.1083333333	47.1916666667	0
-60.1083333333	47.1958333333	0
-60.1083333333	47.2	0
-60.1083333333	47.2041666667	0
-60.1041666667	47.2083333333	0
-60.1	47.2083333333	0
-60.1	47.2083333333	0
-60.0958333333	47.2125	0
-60.0958333333	47.2125	0
-60.0916666667	47.2166666666	0
-60.0875	47.2166666666	0
-60.0875	47.2166666667	0
-60.0833333333	47.2208333333	0
-60.0833333333	47.2208333333	0
-60.0791666667	47.225	0
-60.0791666666	47.225	0
-60.075	47.2291666666	0
-60.075	47.2291666667	0
-60.0708333333	47.2333333333	0
-60.0666666667	47.2333333333	0
-60.0666666666	47.2333333333	0
-60.0625	47.2375	0
-60.0583333333	47.2375	0
-60.0583333333	47.2375	0
-60.0541666667	47.2416666667	0
-60.05	47.2416666667	0
-60.05	47.2416666667	0
-60.0458333333	47.2458333333	0
-60.0416666667	47.2458333333	0
-60.0416666667	47.2458333333	0
-60.0375	47.25	0
-60.0333333333	47.25	0
-60.0333333333	47.25	0
-60.0291666667	47.2541666667	0
-60.025	47.25	0
-60.025	47.2458333333	0
-60.025	47.2458333333	0
-60.0208333333	47.2416666667	0
-60.0208333333	47.2416666667	0
-60.0166666667	47.2375	0
-60.0166666667	47.2333333333	0
-60.0166666667	47.2291666667	0
-60.0166666667	47.2291666667	0
-60.0125	47.225	0
-60.0125	47.2208333333	0
-60.0125	47.2208333333	0
-60.0083333333	47.2166666667	0
-60.0083333333	47.2125	0
-60.0083333333	47.2083333333	0
-60.0083333333	47.2083333333	0
-60.0041666667	47.2041666667	0
-60.0041666667	47.2	0
-60.0041666667	47.2	0
-60	47.1958333333	0
-60	47.1958333333	0
-59.9958333333	47.1916666667	0
-59.9958333333	47.1875	0
-59.9958333333	47.1875	0
-59.9916666667	47.1833333333	0
-59.9916666667	47.1833333333	0
-59.9875	47.1791666667	0
-59.9875	47.1791666667	0
-59.9833333333	47.175	0
-59.9833333333	47.175	0
-59.9791666667	47.1708333333	0
-59.9791666667	47.1708333333	0
-59.975	47.1666666667	0
-59.975	47.1666666667	0
-59.9708333333	47.1625	0
-59.9708333333	47.1583333333	0
-59.9708333333	47.1583333333	0
-59.9666666667	47.1541666667	0
-59.9666666667	47.1541666667	0
-59.9625	47.15	0
-59.9625	47.1458333333	0
-59.9625	47.1458333333	0
-59.9583333333	47.1416666667	0
-59.9583333333	47.1375	0
-59.9583333333	47.1375	0
-59.9541666667	47.1333333333	0
-59.9541666667	47.1291666667	0
-59.9541666667	47.125	0
-59.9541666667	47.1208333333	0
-59.9541666667	47.1208333333	0
-59.95	47.1166666667	0
-59.95	47.1166666667	0
-59.9458333333	47.1125	0
-59.9458333333	47.1125	0
-59.9416666667	47.1125	0
-59.9375	47.1125	0
-59.9333333333	47.1083333333	0
-59.9333333333	47.1083333333	0
-59.9291666667	47.1041666667	0
-59.9291666667	47.1	0
-59.9291666667	47.0958333333	0
-59.9291666667	47.0916666667	0
-59.9291666667	47.0916666667	0
-59.925	47.0875	0
-59.925	47.0875	0
-59.9208333333	47.0833333333	0
-59.9208333333	47.0833333333	0
-59.9166666667	47.0833333333	0
-59.9125	47.0791666667	0
-59.9125	47.0791666667	0
-59.9083333333	47.075	0
-59.9083333333	47.075	0
-59.9041666667	47.0708333333	0
-59.9041666667	47.0666666667	0
-59.9041666667	47.0666666667	0
-59.9	47.0625	0
-59.9	47.0625	0
-59.8958333333	47.0583333333	0
-59.8958333333	47.0583333333	0
-59.8916666667	47.0583333333	0
-59.8875	47.0541666667	0
-59.8875	47.0541666667	0
-59.8833333333	47.0541666667	0
-59.8791666667	47.05	0
-59.8791666667	47.05	0
-59.875	47.05	0
-59.8708333333	47.0458333333	0
-59.8708333333	47.0458333333	0
-59.8666666667	47.0416666667	0
-59.8666666667	47.0416666667	0
-59.8625	47.0375	0
-59.8625	47.0375	0
-59.8583333333	47.0333333333	0
-59.8583333333	47.0333333333	0
-59.8541666667	47.0291666667	0
-59.8541666667	47.0291666667	0
-59.85	47.025	0
-59.85	47.025	0
-59.8458333333	47.0208333333	0
-59.8458333333	47.0208333333	0
-59.8416666667	47.0166666667	0
-59.8416666667	47.0166666667	0
-59.8375	47.0166666667	0
-59.8333333333	47.0125	0
-59.8333333333	47.0125	0
-59.8291666667	47.0083333333	0
-59.8291666667	47.0083333333	0
-59.825	47.0041666667	0
-59.825	47.0041666667	0
-59.8208333333	47.0041666667	0
-59.8166666667	47	0
-59.8166666667	47	0
-59.8125	46.9958333333	0
-59.8125	46.9916666667	0
-59.8125	46.9916666667	0
-59.8083333333	46.9875	0
-59.8083333333	46.9875	0
-59.8041666667	46.9833333333	0
-59.8041666667	46.9833333333	0
-59.8	46.9791666667	0
-59.8	46.9791666667	0
-59.7958333333	46.975	0
-59.7958333333	46.975	0
-59.7916666667	46.9708333333	0
-59.7916666667	46.9708333333	0
